,train_loss,val_loss
0,0.12033100426197052,0.09449972212314606
1,0.08824367821216583,0.0874515250325203
2,0.08318641036748886,0.08650803565979004
3,0.08168376237154007,0.08403171598911285
4,0.08027129620313644,0.08310692757368088
5,0.08008067309856415,0.08399154990911484
6,0.07874113321304321,0.08389896154403687
7,0.07929567992687225,0.08284804970026016
8,0.0795513242483139,0.08216249197721481
9,0.07879810035228729,0.08092079311609268
10,0.07863375544548035,0.0815802812576294
11,0.07829806208610535,0.08148197084665298
12,0.07826311886310577,0.08091278374195099
13,0.07854420691728592,0.08199373632669449
14,0.07887551188468933,0.0807238519191742
15,0.07826821506023407,0.08040505647659302
16,0.07836049795150757,0.08046150207519531
17,0.0780777782201767,0.08118441700935364
18,0.07832128554582596,0.08084986358880997
19,0.07845007628202438,0.08145537227392197
20,0.07812194526195526,0.07989664375782013
21,0.07845818996429443,0.08054425567388535
22,0.07779952883720398,0.08014559000730515
23,0.07811561971902847,0.08152598887681961
24,0.07813376188278198,0.08109816908836365
25,0.07744786143302917,0.08047996461391449
26,0.07803377509117126,0.07990948855876923
27,0.07797655463218689,0.08062610030174255
28,0.07786896079778671,0.08104405552148819
29,0.07817482203245163,0.08024274557828903
