latitude,longitude,scan,track,confidence,frp,daynight,Class,source
58.28843,-119.63333,0.42,0.46,66,6.19,0,0,0
58.2756,-120.0814,2.5,1.5,48,51.3,0,0,1
61.05273,-112.15919,0.47,0.4,66,3.19,0,1,0
58.8617,-120.4621,2.7,1.6,84,89.4,0,0,1
58.2469,-118.42046,0.4,0.37,100,10.65,0,1,0
58.94672,-120.97273,0.68,0.74,66,6.83,0,1,0
43.5915,-80.5586,1.1,1.1,54,4.8,1,0,1
60.97775,-111.36881,0.45,0.63,66,11.65,1,0,0
59.37055,-123.06416,0.39,0.36,66,5.04,0,1,0
58.5476,-118.1695,2.0,1.4,100,238.2,0,1,1
58.12629,-119.86583,0.39,0.36,66,3.41,0,1,0
59.0109,-120.9543,2.4,1.5,48,58.6,0,0,1
58.76184,-120.78078,0.47,0.48,66,4.36,0,0,0
59.672,-114.5354,3.5,1.8,87,90.4,0,0,1
58.7281,-118.3331,2.4,1.5,100,93.6,0,0,1
58.6891,-120.15,2.3,1.5,100,252.9,0,1,1
59.77465,-115.23704,0.32,0.55,66,6.5,0,0,0
58.39263,-117.99609,0.56,0.43,66,3.24,0,0,0
58.9415,-120.9882,1.6,1.3,35,32.1,0,1,1
60.02973,-115.94526,0.51,0.41,66,1.28,0,0,0
61.1264,-121.0735,2.0,1.4,58,23.7,0,0,1
56.1485,-108.1153,2.5,1.5,52,58.8,1,0,1
58.67966,-120.97176,0.55,0.68,66,8.02,0,0,0
58.14455,-113.39914,0.36,0.58,100,20.07,0,1,0
58.6003,-117.9298,2.5,1.5,27,17.0,0,0,1
58.72694,-118.16304,0.4,0.37,66,2.26,0,1,0
58.82451,-118.13949,0.38,0.44,66,2.85,0,0,0
58.62978,-118.25743,0.58,0.52,66,7.49,0,0,0
54.7738,-123.9284,3.6,1.8,83,97.0,0,1,1
57.6728,-120.6174,1.9,1.3,18,35.7,0,0,1
58.6848,-121.197,1.8,1.3,100,58.5,0,0,1
55.4378,-123.5932,1.3,1.1,100,33.2,0,0,1
58.3174,-119.4148,2.2,1.4,100,502.3,0,1,1
59.5645,-114.4394,0.34,0.56,100,19.45,1,0,0
59.7394,-111.7023,2.2,1.4,43,91.1,1,1,1
60.9618,-112.4349,4.3,1.9,27,64.2,0,0,1
55.9587,-125.133,1.1,1.0,93,50.5,1,1,1
59.7817,-111.6638,1.3,1.1,48,12.8,0,1,1
58.68187,-120.74313,0.38,0.36,66,3.93,0,1,0
58.23414,-113.33793,0.52,0.41,66,1.75,0,1,0
59.6404,-114.5352,3.5,1.8,100,178.3,0,0,1
58.0769,-113.4034,1.4,1.2,100,420.6,0,1,1
58.66085,-120.97455,0.38,0.36,66,3.41,0,1,0
59.4269,-114.068,1.3,1.1,61,14.3,0,1,1
58.7377,-121.1148,1.8,1.3,100,330.4,0,1,1
58.7437,-121.019,1.9,1.3,57,52.5,0,0,1
58.2966,-119.3384,2.2,1.4,100,55.9,0,1,1
54.54741,-123.58368,0.38,0.36,66,1.12,0,1,0
60.73181,-120.21065,0.43,0.46,66,1.32,0,0,0
55.4479,-123.5955,1.3,1.1,95,29.0,0,0,1
60.2747,-117.8243,2.6,1.6,77,40.5,0,0,1
55.9234,-103.7527,4.0,1.9,0,27.3,1,0,1
58.39574,-121.59536,0.5,0.49,66,12.2,0,0,0
58.30862,-120.63612,0.39,0.36,66,3.22,0,1,0
58.73456,-121.55573,0.46,0.47,66,3.47,0,0,0
58.08881,-113.38505,0.52,0.42,66,16.21,0,1,0
58.70932,-120.5346,0.39,0.36,66,55.46,0,1,0
58.6109,-118.352,2.4,1.5,100,344.4,0,1,1
57.6351,-120.5437,1.9,1.3,67,55.0,0,1,1
58.6042,-117.9681,2.1,1.4,35,39.5,0,0,1
58.58979,-118.14747,0.38,0.43,66,2.15,0,0,0
58.4886,-121.8166,1.6,1.2,100,90.3,0,1,1
58.2864,-118.5219,2.1,1.4,100,146.4,0,1,1
58.45245,-118.274,0.4,0.37,66,2.67,0,1,0
58.32729,-119.38262,0.39,0.36,66,4.65,0,1,0
60.9643,-112.4427,4.3,1.9,27,53.2,0,0,1
58.36867,-119.53593,0.39,0.36,66,9.05,0,1,0
59.3185,-121.6488,1.5,1.2,31,40.3,0,1,1
60.89777,-112.40958,0.47,0.4,66,2.06,0,1,0
58.8785,-120.4589,1.7,1.3,28,33.9,0,0,1
59.40448,-123.1314,0.45,0.63,66,3.07,0,1,0
58.5425,-118.4644,2.0,1.4,100,1847.4,0,1,1
59.7831,-115.9553,1.5,1.2,100,91.4,0,1,1
58.63461,-121.72823,0.38,0.36,66,2.83,0,1,0
60.15152,-111.4876,0.5,0.41,66,12.11,1,1,0
