latitude,longitude,bright_ti4,scan,track,acq_time,satellite,confidence,bright_ti5,frp,daynight,Class
58.88369,-120.54033,315.62,0.46,0.47,938,0,1,278.65,3.98,0,0
60.37172,-118.08919,310.38,0.4,0.44,937,0,1,280.74,1.61,0,0
58.13338,-118.60108,331.59,0.39,0.44,938,0,1,293.94,3.64,0,0
58.87668,-120.46915,310.49,0.49,0.48,1118,0,1,284.55,1.65,0,0
58.81974,-118.18058,306.01,0.58,0.52,1118,0,1,287.35,1.21,0,0
60.13838,-111.44941,322.66,0.41,0.37,937,0,1,287.58,2.12,0,0
58.82201,-118.05814,325.39,0.38,0.43,938,0,1,286.31,5.54,0,0
58.82146,-120.46658,306.87,0.46,0.47,938,0,1,278.27,3.93,0,0
58.12938,-118.56689,299.79,0.59,0.53,1118,0,1,285.51,4.23,0,0
59.75344,-111.77092,316.22,0.41,0.61,1117,0,1,287.23,2.25,0,0
57.5804,-121.63295,310.42,0.5,0.49,1119,0,1,283.29,1.88,0,0
58.83959,-118.07887,305.3,0.58,0.52,1118,0,1,285.04,1.05,0,0
58.58569,-119.38117,302.69,0.54,0.51,1118,0,1,286.03,1.84,0,0
60.37872,-118.07211,322.16,0.4,0.44,937,0,1,280.78,3.22,0,0
57.09378,-100.25327,309.22,0.38,0.43,937,0,1,283.05,5.23,0,0
60.40771,-118.07049,306.11,0.4,0.44,937,0,1,280.47,3.2,0,0
58.81278,-120.46874,305.21,0.46,0.47,938,0,1,278.15,3.19,0,0
59.7695,-113.64173,330.96,0.37,0.58,2111,0,1,291.71,4.27,1,0
57.84504,-122.20774,305.66,0.52,0.5,938,0,1,283.38,1.32,0,0
59.75797,-111.7651,351.32,0.44,0.38,1930,0,1,312.1,20.1,1,0
58.54705,-120.73708,317.49,0.49,0.49,1118,0,1,283.27,3.04,0,0
57.07532,-100.27671,349.15,0.43,0.38,1929,0,1,300.57,8.73,1,0
58.14301,-118.61842,348.37,0.39,0.44,938,0,1,299.65,8.41,0,0
57.087,-100.26778,334.05,0.34,0.56,757,0,1,290.29,4.11,0,0
60.41771,-118.05293,303.54,0.4,0.44,937,0,1,280.41,1.06,0,0
57.08318,-100.25506,337.73,0.38,0.43,937,0,1,289.84,5.03,0,0
58.83395,-118.05444,302.53,0.38,0.43,938,0,1,287.14,1.45,0,0
58.53393,-120.79916,299.92,0.49,0.49,1118,0,1,283.8,2.25,0,0
58.52795,-120.79098,302.0,0.47,0.48,938,0,1,282.08,4.13,0,0
58.69934,-120.49215,310.13,0.46,0.47,938,0,1,283.32,2.2,0,0
58.83218,-118.14602,303.47,0.58,0.52,1118,0,1,286.57,1.7,0,0
60.02219,-110.98972,333.56,0.42,0.38,1930,0,1,294.6,2.83,1,0
58.82806,-118.1711,299.85,0.58,0.52,1118,0,1,286.64,1.13,0,0
55.23664,-119.35085,295.27,0.38,0.43,939,0,1,278.47,0.49,0,0
58.12898,-118.60227,307.63,0.59,0.53,1118,0,1,283.59,2.71,0,0
59.3012,-123.1252,332.25,0.52,0.42,2111,0,1,290.17,4.38,1,0
59.20433,-120.39285,299.46,0.48,0.48,1118,0,1,280.65,3.06,0,0
59.08593,-120.33098,322.67,0.48,0.48,1118,0,1,285.79,3.18,0,0
58.53487,-120.83058,303.85,0.47,0.48,938,0,1,283.82,2.31,0,0
58.01485,-119.6653,317.24,0.55,0.51,1118,0,1,280.34,3.99,0,0
58.695,-120.49321,310.72,0.46,0.47,938,0,1,283.07,2.35,0,0
58.81971,-118.02985,306.93,0.57,0.43,938,0,1,286.68,2.09,0,0
60.40715,-118.07849,303.13,0.4,0.44,937,0,1,280.56,1.13,0,0
58.88244,-120.45329,305.47,0.49,0.48,1118,0,1,284.08,1.68,0,0
58.83993,-118.12786,311.8,0.38,0.44,938,0,1,279.12,1.66,0,0
58.88851,-120.45675,309.43,0.49,0.48,1118,0,1,284.55,1.29,0,0
58.70405,-120.46988,297.28,0.49,0.49,1118,0,1,280.94,1.13,0,0
58.22026,-119.80171,301.24,0.54,0.51,1118,0,1,284.87,2.6,0,0
59.8628,-113.65532,332.7,0.37,0.58,2111,0,1,292.57,4.27,1,0
60.027,-111.1501,325.64,0.42,0.38,1930,0,1,296.04,2.45,1,0
59.07878,-120.33191,305.65,0.46,0.47,938,0,1,279.06,3.82,0,0
58.21869,-118.6926,319.16,0.59,0.52,1118,0,1,287.94,5.95,0,0
58.8688,-120.47741,302.62,0.49,0.48,1118,0,1,283.87,1.89,0,0
58.84629,-120.45193,302.59,0.49,0.49,1118,0,1,282.83,1.91,0,0
58.84573,-118.09864,303.09,0.38,0.43,938,0,1,283.73,1.09,0,0
58.80008,-118.00598,298.75,0.58,0.52,1118,0,1,286.64,2.59,0,0
58.64495,-120.48997,311.27,0.5,0.49,1118,0,1,279.46,2.05,0,0
57.07555,-100.26631,340.52,0.45,0.63,1749,0,1,294.8,10.31,1,0
60.40607,-118.06403,310.53,0.4,0.44,937,0,1,280.22,1.08,0,0
60.40421,-118.07899,304.96,0.4,0.44,937,0,1,280.43,1.2,0,0
59.28221,-122.99615,297.18,0.4,0.44,1118,0,1,275.15,2.18,0,0
58.90216,-120.45493,303.17,0.49,0.48,1118,0,1,283.81,1.03,0,0
58.74789,-119.6874,312.78,0.43,0.46,938,0,1,287.49,3.18,0,0
59.7547,-112.50642,343.93,0.45,0.39,1930,0,1,295.1,5.44,1,0
58.8545,-120.46288,303.39,0.49,0.48,1118,0,1,282.53,1.89,0,0
58.89033,-120.44503,301.04,0.49,0.48,1118,0,1,283.34,1.29,0,0
59.57735,-120.05451,325.67,0.49,0.48,1930,0,1,288.17,4.94,1,0
58.54887,-120.72541,299.15,0.49,0.49,1118,0,1,282.18,1.22,0,0
58.69613,-120.47821,304.9,0.49,0.49,1118,0,1,281.28,2.28,0,0
58.7487,-120.17467,303.2,0.45,0.47,938,0,1,282.15,1.67,0,0
58.83666,-118.08774,317.83,0.38,0.43,938,0,1,284.36,1.67,0,0
58.72388,-120.89015,303.84,0.47,0.48,938,0,1,279.3,1.62,0,0
57.24782,-120.70567,300.74,0.45,0.47,938,0,1,277.93,1.73,0,0
60.38097,-118.1012,304.55,0.4,0.44,937,0,1,281.0,1.07,0,0
57.08041,-100.26413,332.37,0.43,0.38,1929,0,1,300.3,5.03,1,0
58.01073,-119.66972,315.36,0.55,0.51,1118,0,1,279.74,3.99,0,0
60.40015,-118.08025,307.01,0.4,0.44,937,0,1,280.83,1.2,0,0
58.66904,-120.48433,317.01,0.5,0.49,1118,0,1,281.28,3.4,0,0
59.3814,-114.01807,356.66,0.36,0.57,2111,0,0,288.25,13.73,1,0
58.83513,-118.11916,310.34,0.58,0.52,1118,0,1,287.11,6.99,0,0
59.09446,-120.36146,310.72,0.48,0.48,1118,0,1,283.31,4.46,0,0
57.75198,-120.8333,296.5,0.46,0.47,938,0,1,281.12,0.98,0,0
58.01242,-119.65706,307.41,0.55,0.51,1118,0,1,280.23,1.42,0,0
58.82882,-118.04403,299.04,0.58,0.52,1118,0,1,283.87,2.09,0,0
58.81223,-120.45818,313.11,0.49,0.49,1118,0,1,281.63,2.56,0,0
58.58611,-119.39256,308.78,0.42,0.45,938,0,1,288.62,2.21,0,0
58.68964,-120.47828,297.23,0.46,0.47,938,0,1,282.95,1.65,0,0
57.08951,-100.24718,355.85,0.45,0.63,1749,0,1,303.44,14.03,1,0
58.81096,-118.02239,314.82,0.57,0.43,938,0,1,288.54,13.59,0,0
60.3804,-118.09392,308.05,0.4,0.44,937,0,1,280.89,1.07,0,0
57.24301,-120.69917,301.84,0.45,0.47,938,0,1,280.33,1.8,0,0
57.83219,-122.22848,295.88,0.52,0.5,938,0,1,282.8,0.92,0,0
58.82851,-118.13826,327.98,0.38,0.44,938,0,1,284.08,2.85,0,0
58.81145,-118.19011,309.34,0.58,0.52,1118,0,1,287.95,1.12,0,0
58.30063,-120.6935,301.61,0.46,0.47,938,0,1,284.92,2.05,0,0
58.82053,-118.03983,312.64,0.57,0.43,938,0,1,286.23,5.56,0,0
57.2599,-120.70032,303.71,0.55,0.51,1119,0,1,277.71,2.97,0,0
58.58531,-119.38509,302.76,0.54,0.51,1118,0,1,285.86,2.1,0,0
59.91154,-112.18085,335.15,0.44,0.39,1930,0,1,295.6,2.55,1,0
57.25438,-120.69246,298.12,0.55,0.51,1119,0,1,278.63,2.06,0,0
57.09297,-100.26796,339.65,0.38,0.43,937,0,1,291.32,2.54,0,0
60.38684,-118.06959,320.67,0.4,0.44,937,0,1,280.91,3.05,0,0
58.16254,-121.70752,301.76,0.47,0.48,1118,0,1,280.05,1.88,0,0
58.81227,-120.46072,298.65,0.46,0.47,938,0,1,278.49,2.02,0,0
58.79197,-118.00391,305.1,0.57,0.43,938,0,1,287.81,2.33,0,0
58.13178,-118.58107,329.95,0.39,0.44,938,0,1,285.41,3.69,0,0
58.65898,-120.48508,318.95,0.5,0.49,1118,0,1,281.1,5.79,0,0
59.40349,-123.29851,312.0,0.39,0.44,1118,0,1,280.78,1.22,0,0
58.82119,-118.14685,323.19,0.58,0.52,1118,0,1,287.16,4.24,0,0
60.02081,-110.99683,326.17,0.42,0.38,1930,0,1,294.66,2.83,1,0
58.12617,-118.5623,347.06,0.39,0.44,938,0,1,300.28,8.8,0,0
58.25856,-118.65771,302.09,0.58,0.52,1118,0,1,288.48,8.37,0,0
43.49292,-79.62842,300.86,0.46,0.64,619,0,1,286.63,0.55,0,0
60.37227,-118.09646,306.61,0.4,0.44,937,0,1,280.53,1.27,0,0
58.63731,-120.51752,315.6,0.5,0.49,1118,0,1,280.82,2.21,0,0
58.88815,-120.45965,311.05,0.49,0.48,1118,0,1,284.59,2.4,0,0
57.94825,-121.54703,304.89,0.49,0.48,1119,0,1,283.92,1.1,0,0
58.82997,-118.05566,308.2,0.38,0.43,938,0,1,285.76,2.08,0,0
58.55496,-120.72885,297.97,0.49,0.49,1118,0,1,282.89,1.22,0,0
57.09467,-100.27174,354.75,0.45,0.63,1749,0,1,292.86,8.96,1,0
58.71238,-120.48901,302.49,0.46,0.47,938,0,1,282.37,1.41,0,0
58.53092,-120.73431,297.88,0.49,0.49,1118,0,1,283.37,1.6,0,0
58.64342,-120.52097,334.81,0.49,0.49,1118,0,1,281.12,11.6,0,0
59.06784,-120.32102,307.0,0.49,0.48,1118,0,1,284.13,2.19,0,0
58.1321,-118.57571,302.17,0.59,0.53,1118,0,1,283.97,2.08,0,0
58.14425,-118.63343,325.69,0.59,0.53,1118,0,1,284.32,6.11,0,0
59.28241,-122.98638,350.09,0.53,0.42,2111,0,1,292.86,6.89,1,0
58.73211,-120.46013,298.45,0.49,0.49,1118,0,1,281.59,1.25,0,0
58.34084,-120.21694,295.43,0.52,0.5,1118,0,1,284.25,0.94,0,0
55.44156,-123.6058,295.41,0.5,0.49,1119,0,1,278.45,1.06,0,0
59.08796,-120.33787,303.81,0.46,0.47,938,0,1,278.66,1.79,0,0
58.62725,-120.51828,299.61,0.5,0.49,1118,0,1,281.07,1.25,0,0
55.90359,-124.64353,298.64,0.62,0.54,939,0,1,279.83,2.01,0,0
58.98933,-120.52963,303.57,0.46,0.47,938,0,1,273.24,2.61,0,0
59.06407,-120.31847,302.9,0.46,0.47,938,0,1,279.65,1.33,0,0
58.6669,-120.47674,307.27,0.5,0.49,1118,0,1,281.44,3.4,0,0
57.08904,-100.28223,348.46,0.43,0.38,1929,0,1,304.05,16.57,1,0
58.84446,-118.13329,303.08,0.38,0.44,938,0,1,281.46,1.11,0,0
59.9781,-113.83199,299.41,0.45,0.39,937,0,1,288.8,0.65,0,0
57.20591,-121.7492,299.73,0.51,0.49,1119,0,1,277.63,1.2,0,0
59.21412,-120.52113,300.23,0.47,0.47,938,0,1,266.29,2.28,0,0
58.66295,-120.48092,312.63,0.5,0.49,1118,0,1,281.41,3.4,0,0
58.82386,-118.15551,312.86,0.58,0.52,1118,0,1,287.02,4.24,0,0
58.8307,-118.15942,301.0,0.58,0.52,1118,0,1,286.29,1.71,0,0
57.58436,-121.62889,301.25,0.5,0.49,1119,0,1,282.99,1.67,0,0
57.84461,-122.19949,297.14,0.52,0.5,938,0,1,282.96,1.32,0,0
58.80472,-118.01009,310.8,0.57,0.43,938,0,1,288.24,4.02,0,0
58.72815,-120.46428,301.17,0.49,0.49,1118,0,1,281.64,1.25,0,0
58.82543,-118.16244,306.63,0.58,0.52,1118,0,1,286.69,2.36,0,0
58.80953,-118.0188,315.93,0.57,0.43,938,0,1,288.56,4.02,0,0
58.69217,-120.48234,310.12,0.49,0.49,1118,0,1,280.78,2.28,0,0
54.73087,-113.62064,327.4,0.43,0.46,1929,0,1,289.85,1.56,1,0
57.24607,-120.70068,304.63,0.55,0.51,1119,0,1,280.28,2.84,0,0
58.2892,-120.0766,297.22,0.53,0.5,1118,0,1,284.87,2.71,0,0
58.01899,-119.6609,314.74,0.55,0.51,1118,0,1,281.95,4.11,0,0
58.89784,-120.43976,295.79,0.49,0.48,1118,0,1,283.01,0.94,0,0
58.65399,-120.4929,326.31,0.5,0.49,1118,0,1,280.98,3.59,0,0
58.62907,-120.50656,297.11,0.5,0.49,1118,0,1,280.41,1.55,0,0
60.01968,-111.00591,300.21,0.4,0.37,937,0,1,285.93,0.75,0,0
58.78048,-120.46815,303.02,0.49,0.49,1118,0,1,281.31,1.97,0,0
58.81493,-118.02117,305.9,0.57,0.43,938,0,1,288.39,2.09,0,0
58.88213,-120.51633,318.56,0.46,0.47,938,0,1,276.47,6.4,0,0
57.09611,-100.2711,330.08,0.45,0.63,1749,0,1,291.51,11.5,1,0
57.07694,-100.26559,353.77,0.45,0.63,1749,0,1,296.06,10.17,1,0
58.84642,-118.08276,296.96,0.58,0.52,1118,0,1,284.74,1.05,0,0
58.7044,-120.48918,311.5,0.49,0.49,1118,0,1,281.69,2.31,0,0
57.7607,-120.83155,320.84,0.46,0.47,938,0,1,284.69,5.26,0,0
60.39147,-118.07555,314.32,0.4,0.44,937,0,1,280.91,1.52,0,0
57.94228,-121.54371,299.61,0.49,0.48,1119,0,1,282.64,1.1,0,0
57.08518,-100.2816,311.05,0.38,0.43,937,0,1,284.43,4.29,0,0
55.44456,-123.57984,298.01,0.5,0.49,1119,0,1,279.76,2.88,0,0
58.13847,-118.61309,354.97,0.39,0.44,938,0,1,299.85,4.44,0,0
58.78671,-120.47515,298.46,0.46,0.47,938,0,1,280.51,1.51,0,0
58.644,-120.66743,309.44,0.47,0.47,938,0,1,284.1,5.34,0,0
58.82133,-118.04982,320.12,0.57,0.43,938,0,1,286.25,5.56,0,0
58.80389,-118.00022,302.36,0.57,0.43,938,0,1,287.87,3.03,0,0
59.77215,-113.65218,303.39,0.36,0.57,1117,0,1,286.56,0.67,0,0
57.0906,-100.23891,327.62,0.43,0.38,1929,0,0,299.73,26.47,1,0
58.52513,-120.75,296.69,0.49,0.49,1118,0,1,283.46,1.53,0,0
58.98004,-120.52632,302.46,0.46,0.47,938,0,1,272.14,2.52,0,0
59.74786,-112.51447,317.24,0.42,0.38,937,0,1,285.4,1.45,0,0
57.0919,-100.25578,323.24,0.34,0.56,757,0,1,284.67,7.61,0,0
57.09021,-100.28408,327.85,0.45,0.63,1749,0,1,292.4,7.14,1,0
58.8524,-120.46698,302.47,0.46,0.47,938,0,1,279.39,2.44,0,0
58.78723,-120.01062,302.73,0.44,0.46,938,0,1,283.15,1.72,0,0
57.25161,-120.69712,317.23,0.45,0.47,938,0,1,284.84,2.76,0,0
58.68605,-120.47894,305.94,0.49,0.49,1118,0,1,280.94,1.55,0,0
58.12456,-118.54232,348.84,0.39,0.44,938,0,1,294.24,6.71,0,0
58.72079,-117.98663,297.65,0.59,0.53,1118,0,1,286.89,1.94,0,0
57.07615,-100.26973,353.06,0.43,0.38,1929,0,1,311.5,25.33,1,0
58.82735,-118.05751,313.96,0.58,0.52,1118,0,1,282.8,4.73,0,0
58.74406,-121.07853,297.5,0.48,0.48,938,0,1,283.39,1.28,0,0
58.65105,-120.49339,323.89,0.5,0.49,1118,0,1,280.81,6.25,0,0
58.69399,-120.47722,297.48,0.46,0.47,938,0,1,283.02,1.65,0,0
55.44405,-123.5965,305.01,0.5,0.49,1119,0,1,279.6,2.69,0,0
58.83485,-118.11573,331.0,0.38,0.44,938,0,1,277.0,7.07,0,0
58.79485,-118.20914,300.92,0.58,0.52,1118,0,1,288.0,1.98,0,0
58.55395,-119.47514,303.29,0.42,0.45,938,0,1,288.54,1.82,0,0
59.39681,-121.48643,296.26,0.44,0.46,1118,0,1,282.27,0.54,0,0
57.80962,-120.70231,308.89,0.46,0.47,938,0,1,284.99,2.02,0,0
60.45403,-112.09404,297.56,0.42,0.38,937,0,1,285.89,1.56,0,0
58.65615,-120.50043,340.27,0.49,0.49,1118,0,1,281.46,10.66,0,0
58.81123,-118.17796,303.05,0.39,0.44,938,0,1,288.6,0.81,0,0
58.63945,-120.52511,327.47,0.49,0.49,1118,0,1,281.35,6.21,0,0
59.218,-120.51189,300.7,0.47,0.47,938,0,1,268.74,0.75,0,0
57.20595,-121.73888,295.49,0.51,0.49,1119,0,1,277.63,1.72,0,0
57.22184,-120.67263,298.23,0.55,0.51,1119,0,1,275.87,0.98,0,0
59.75137,-112.50368,339.61,0.45,0.39,1930,0,1,296.62,6.41,1,0
57.84092,-122.21759,305.6,0.52,0.5,938,0,1,283.09,1.33,0,0
57.08235,-100.26989,325.57,0.38,0.43,937,0,1,283.42,2.94,0,0
58.70224,-120.4816,306.2,0.49,0.49,1118,0,1,281.37,1.13,0,0
58.88329,-120.53333,318.6,0.46,0.47,938,0,1,278.15,6.45,0,0
59.76045,-111.78247,348.54,0.43,0.62,2111,0,1,298.14,14.96,1,0
59.85587,-115.18513,302.32,0.49,0.4,937,0,1,290.0,1.2,0,0
58.83232,-120.45676,309.87,0.49,0.49,1118,0,1,282.45,1.72,0,0
59.21749,-120.50368,301.01,0.47,0.47,938,0,1,269.14,0.75,0,0
58.70259,-120.50093,325.35,0.49,0.49,1118,0,1,282.85,4.89,0,0
58.21505,-118.69296,331.2,0.39,0.44,938,0,1,293.31,2.58,0,0
57.09174,-100.24999,367.0,0.34,0.56,757,0,2,303.57,7.61,0,0
58.71187,-120.48101,297.6,0.46,0.47,938,0,1,282.67,1.41,0,0
57.99834,-119.68293,296.98,0.55,0.51,1118,0,1,280.17,1.51,0,0
58.79743,-118.00622,306.53,0.57,0.43,938,0,1,287.61,3.14,0,0
60.58718,-116.93057,301.23,0.56,0.43,937,0,1,280.08,1.19,0,0
58.81409,-118.19876,301.53,0.58,0.52,1118,0,1,287.59,1.12,0,0
57.09679,-100.24364,305.16,0.34,0.56,757,0,1,285.34,6.54,0,0
58.43206,-118.34596,308.65,0.59,0.53,1118,0,1,286.31,5.85,0,0
58.80968,-118.01869,304.31,0.58,0.52,1118,0,1,286.87,2.19,0,0
59.20538,-120.52348,306.49,0.47,0.47,938,0,1,264.83,1.38,0,0
59.28157,-122.99557,332.68,0.53,0.42,2111,0,1,288.43,6.89,1,0
58.63092,-117.98602,322.85,0.59,0.53,1118,0,1,286.51,5.32,0,0
58.89389,-120.44389,299.13,0.49,0.48,1118,0,1,282.93,0.94,0,0
57.25592,-120.6961,319.02,0.45,0.47,938,0,1,283.73,2.76,0,0
59.07605,-120.33208,296.07,0.48,0.48,1118,0,1,282.98,3.21,0,0
58.63763,-120.53686,330.46,0.49,0.49,1118,0,1,281.92,6.21,0,0
58.88377,-120.54137,315.28,0.46,0.47,938,0,1,278.65,2.41,0,0
57.08384,-100.2655,341.2,0.43,0.38,1929,0,1,300.95,5.03,1,0
58.84047,-118.13454,307.21,0.38,0.44,938,0,1,282.4,1.11,0,0
58.82196,-118.04009,303.47,0.58,0.52,1118,0,1,283.19,2.78,0,0
58.66588,-120.48045,310.73,0.5,0.49,1118,0,1,281.46,2.21,0,0
58.43058,-120.38383,302.72,0.45,0.47,938,0,1,286.95,0.82,0,0
57.09696,-100.24944,333.1,0.34,0.56,757,0,1,285.28,7.61,0,0
58.83558,-118.07439,310.31,0.38,0.43,938,0,1,286.28,1.11,0,0
58.57095,-120.98004,298.41,0.48,0.48,938,0,1,283.34,1.33,0,0
58.89211,-120.45557,308.03,0.49,0.48,1118,0,1,284.0,2.4,0,0
58.79266,-117.99757,299.86,0.57,0.43,938,0,1,287.31,2.62,0,0
58.78156,-118.00022,297.69,0.59,0.53,1118,0,1,286.51,1.88,0,0
58.74655,-120.18713,299.02,0.45,0.47,938,0,1,282.16,1.28,0,0
58.69583,-117.97936,298.38,0.59,0.53,1118,0,1,285.92,1.96,0,0
60.3874,-118.07683,315.78,0.4,0.44,937,0,1,280.96,1.77,0,0
58.8258,-118.12682,325.39,0.58,0.52,1118,0,1,287.57,4.46,0,0
60.45485,-112.09864,334.84,0.43,0.38,1930,0,1,297.75,4.94,1,0
59.77224,-113.64384,297.76,0.45,0.39,937,0,1,286.35,0.72,0,0
58.73761,-120.89523,311.09,0.48,0.48,938,0,1,276.9,3.27,0,0
58.83829,-118.1078,321.24,0.38,0.43,938,0,1,278.63,2.39,0,0
60.37984,-118.08665,312.15,0.4,0.44,937,0,1,280.83,1.81,0,0
57.66083,-120.46001,323.49,0.54,0.51,1119,0,1,280.69,2.67,0,0
57.10017,-100.27936,338.36,0.43,0.38,1929,0,1,300.44,21.5,1,0
56.2348,-124.61015,335.28,0.44,0.38,2110,0,1,289.53,5.16,1,0
58.82267,-118.13345,328.73,0.58,0.52,1118,0,1,287.97,29.74,0,0
61.44127,-111.82638,334.92,0.41,0.37,1930,0,1,293.57,3.14,1,0
58.82423,-118.15831,330.71,0.54,0.68,847,1,1,276.79,7.12,0,0
58.69182,-118.37009,302.72,0.55,0.68,847,1,1,286.18,2.32,0,0
58.14829,-118.63287,355.86,0.4,0.37,1028,1,1,290.12,6.41,0,0
58.1478,-118.6261,307.46,0.56,0.69,848,1,1,288.77,2.4,0,0
58.59209,-121.1655,299.15,0.69,0.74,847,1,1,282.27,3.22,0,0
57.09485,-100.24883,335.13,0.41,0.37,848,1,1,291.43,22.93,0,0
58.82841,-118.06278,305.33,0.4,0.37,1028,1,1,285.74,2.63,0,0
58.79671,-118.2384,304.15,0.54,0.68,847,1,1,285.79,2.5,0,0
58.46371,-121.41666,320.77,0.55,0.68,1208,1,1,281.29,6.27,0,0
58.73819,-118.29379,314.39,0.55,0.68,847,1,1,286.6,10.38,0,0
59.75014,-112.50996,302.25,0.5,0.41,1028,1,1,285.13,1.34,0,0
57.1062,-100.26291,358.26,0.37,0.58,2019,1,0,305.44,77.17,1,0
59.82119,-115.13232,310.17,0.42,0.61,847,1,1,290.36,1.91,0,0
59.75269,-112.50307,350.93,0.46,0.39,2020,1,1,299.56,4.94,1,0
59.95755,-117.28138,298.97,0.4,0.37,1028,1,1,284.01,0.82,0,0
59.08308,-120.33456,306.47,0.55,0.68,1208,1,1,284.77,2.71,0,0
57.69597,-122.3474,313.84,0.38,0.36,1029,1,1,284.22,1.61,0,0
59.77563,-115.19991,333.19,0.43,0.62,847,1,1,290.04,8.81,0,0
57.09688,-100.27692,346.92,0.53,0.42,1839,1,1,293.53,12.97,1,0
59.50422,-112.82104,303.75,0.5,0.41,1028,1,1,282.9,1.78,0,0
59.73476,-115.23875,298.67,0.69,0.74,1207,1,1,286.83,1.79,0,0
57.83321,-122.22488,298.22,0.38,0.36,1029,1,1,281.77,1.31,0,0
58.68295,-120.97954,319.85,0.55,0.68,1208,1,1,280.07,15.49,0,0
57.84316,-122.1989,297.84,0.38,0.36,1029,1,1,282.87,0.83,0,0
58.83352,-118.14962,308.57,0.4,0.37,1028,1,1,283.52,1.4,0,0
59.95626,-117.27444,298.09,0.4,0.37,1028,1,1,283.84,3.49,0,0
58.83335,-118.08953,314.23,0.4,0.37,1028,1,1,284.16,1.48,0,0
58.82249,-120.464,303.66,0.56,0.69,1208,1,1,282.14,2.42,0,0
59.09023,-120.34368,303.75,0.38,0.36,1028,1,1,283.95,3.13,0,0
58.76429,-118.28254,299.74,0.54,0.68,847,1,1,285.52,1.47,0,0
58.1494,-120.26828,298.26,0.39,0.36,1029,1,1,283.52,0.65,0,0
58.69283,-121.00294,347.92,0.55,0.68,1208,1,1,282.3,43.16,0,0
58.67469,-120.97958,337.64,0.55,0.68,1208,1,1,279.87,8.02,0,0
58.78673,-118.21185,306.85,0.4,0.37,1028,1,1,287.77,0.67,0,0
58.8567,-120.47289,310.12,0.38,0.36,1028,1,1,283.49,1.09,0,0
58.63875,-120.47584,300.92,0.57,0.69,1208,1,1,280.21,2.34,0,0
58.64552,-120.49165,318.48,0.57,0.69,1208,1,1,280.5,3.63,0,0
58.8034,-118.21917,309.72,0.54,0.68,847,1,1,285.94,4.89,0,0
58.12896,-118.5967,311.09,0.56,0.69,848,1,1,287.32,2.98,0,0
58.62377,-120.69273,301.13,0.66,0.73,847,1,1,265.41,1.68,0,0
58.16841,-121.71177,320.14,0.72,0.76,848,1,1,281.93,3.29,0,0
58.80289,-118.20074,313.01,0.4,0.37,1028,1,1,288.39,1.02,0,0
58.74524,-121.22701,301.83,0.69,0.74,847,1,1,274.14,1.83,0,0
58.53027,-120.73548,295.88,0.38,0.36,1028,1,1,280.32,1.25,0,0
58.62576,-118.44061,304.7,0.55,0.68,847,1,1,284.58,5.45,0,0
58.69812,-118.34587,312.3,0.55,0.68,847,1,1,287.11,4.08,0,0
58.80735,-118.20518,306.48,0.4,0.37,1028,1,1,288.18,1.02,0,0
60.05966,-115.93674,298.78,0.45,0.63,847,1,1,285.84,1.36,0,0
54.78865,-123.75149,299.42,0.38,0.36,1030,1,1,274.11,0.88,0,0
58.47298,-121.40771,301.87,0.55,0.68,1208,1,1,280.62,3.37,0,0
58.73603,-120.46145,299.17,0.39,0.36,1028,1,1,279.94,2.04,0,0
58.85563,-120.46641,305.56,0.38,0.36,1028,1,1,282.65,0.82,0,0
58.72246,-121.17773,309.76,0.69,0.74,847,1,1,269.2,4.37,0,0
57.08562,-100.25996,321.44,0.41,0.37,848,1,1,289.47,5.09,0,0
58.00109,-119.67698,299.88,0.64,0.72,1208,1,1,280.8,3.64,0,0
58.66314,-120.47197,298.65,0.57,0.69,1208,1,1,280.46,1.56,0,0
58.83229,-118.14296,312.41,0.4,0.37,1028,1,1,280.84,2.06,0,0
58.76485,-119.96453,298.44,0.62,0.72,847,1,1,284.86,3.63,0,0
58.72132,-117.98238,305.05,0.66,0.73,1208,1,1,284.61,3.1,0,0
59.80439,-115.16043,325.09,0.42,0.61,847,1,1,290.37,5.95,0,0
58.56551,-120.73541,301.43,0.38,0.36,1028,1,1,283.04,1.76,0,0
57.27041,-120.69071,298.89,0.39,0.36,1029,1,1,274.99,1.77,0,0
58.70932,-120.49202,316.47,0.39,0.36,1028,1,1,281.27,1.76,0,0
58.63234,-120.53967,317.82,0.57,0.69,1208,1,1,281.16,2.9,0,0
60.0683,-115.92422,310.98,0.45,0.63,847,1,1,286.12,1.49,0,0
58.3284,-118.58457,302.92,0.56,0.69,848,1,1,287.0,2.68,0,0
58.69781,-120.99515,313.7,0.55,0.68,1208,1,1,281.95,3.57,0,0
58.64496,-121.18124,295.07,0.69,0.74,847,1,1,280.58,2.0,0,0
59.08276,-120.34117,349.62,0.38,0.36,1028,1,1,295.06,4.37,0,0
60.06233,-115.93266,303.05,0.45,0.63,847,1,1,285.67,1.49,0,0
57.07905,-100.25516,367.0,0.37,0.58,2019,1,2,299.27,8.0,1,0
58.54842,-120.73865,326.37,0.38,0.36,1028,1,1,282.52,6.17,0,0
58.16285,-121.7038,315.16,0.38,0.36,1029,1,1,283.19,0.94,0,0
58.76258,-120.03286,311.66,0.63,0.72,847,1,1,282.92,5.4,0,0
58.80935,-118.1963,311.52,0.4,0.37,1028,1,1,288.25,0.93,0,0
