latitude,longitude,bright_ti4,scan,track,acq_time,satellite,confidence,bright_ti5,frp,daynight,Class
58.62859,-117.98261,299.92,0.67,0.73,1208,1,1,284.56,2.16,0,0
58.74459,-118.29411,307.32,0.55,0.68,847,1,1,285.51,2.21,0,0
58.83582,-118.10289,308.32,0.4,0.37,1028,1,1,278.31,2.07,0,0
58.15049,-120.27466,302.76,0.39,0.36,1029,1,1,283.76,0.65,0,0
58.67497,-120.47973,305.17,0.57,0.69,1208,1,1,280.4,2.8,0,0
58.71546,-121.17705,311.41,0.69,0.74,847,1,1,277.74,4.37,0,0
58.82124,-118.15852,301.86,0.65,0.73,1208,1,1,285.28,24.02,0,0
59.74678,-115.23061,309.93,0.43,0.62,847,1,1,290.01,7.1,0,0
58.27008,-119.27337,302.56,0.64,0.72,1208,1,1,283.1,2.25,0,0
58.12327,-118.55636,324.15,0.56,0.69,848,1,1,289.9,4.98,0,0
58.73767,-121.2396,298.37,0.69,0.74,847,1,1,276.28,2.06,0,0
60.03688,-110.66998,333.85,0.52,0.42,2020,1,1,291.88,5.07,1,0
57.21083,-121.75181,304.05,0.38,0.36,1029,1,1,279.09,1.3,0,0
57.75673,-122.62898,295.54,0.39,0.36,1029,1,1,282.79,0.98,0,0
58.15898,-120.24131,313.49,0.39,0.36,1029,1,1,284.22,4.0,0,0
58.52605,-120.72894,298.4,0.57,0.69,1208,1,1,281.06,1.78,0,0
58.83212,-118.08285,313.5,0.4,0.37,1028,1,1,285.94,2.97,0,0
58.77992,-118.00253,308.74,0.65,0.73,1208,1,1,284.91,3.0,0,0
58.15577,-120.24328,304.2,0.39,0.36,1029,1,1,284.45,4.0,0,0
57.18432,-121.84488,338.32,0.5,0.49,1119,0,1,285.06,4.81,0,1
59.81347,-115.17191,302.5,0.32,0.55,1118,0,1,288.07,0.92,0,1
59.53198,-114.50833,334.93,0.35,0.57,1118,0,1,292.68,4.6,0,1
58.18858,-119.4313,315.11,0.42,0.45,938,0,1,289.56,2.91,0,1
58.63243,-121.63,311.99,0.5,0.49,938,0,1,283.4,4.43,0,1
55.96967,-104.45895,355.46,0.38,0.36,1929,0,1,299.9,8.47,1,1
61.13116,-121.0422,327.95,0.51,0.49,937,0,1,287.78,4.16,0,1
60.87576,-112.28787,312.02,0.43,0.38,937,0,1,285.21,6.47,0,1
59.45747,-121.35303,297.14,0.44,0.46,1118,0,1,280.37,1.67,0,1
58.00813,-113.42007,303.62,0.43,0.62,1118,0,1,286.81,1.6,0,1
58.59188,-120.78767,349.04,0.49,0.48,1118,0,1,291.03,18.85,0,1
60.65545,-111.9987,367.0,0.42,0.61,2111,0,2,298.0,19.43,1,1
55.94123,-104.42256,342.44,0.47,0.39,938,0,1,294.57,11.96,0,1
58.45011,-121.65749,319.12,0.5,0.49,938,0,1,285.58,4.67,0,1
58.54877,-118.41477,302.33,0.58,0.52,1118,0,1,285.76,2.05,0,1
58.19594,-120.31784,322.56,0.45,0.47,938,0,1,288.95,7.07,0,1
59.39542,-121.28479,296.95,0.44,0.46,1118,0,1,281.14,1.27,0,1
58.24863,-120.64995,307.4,0.51,0.49,1118,0,1,285.65,1.86,0,1
59.27073,-112.90706,301.52,0.43,0.38,937,0,1,282.18,1.33,0,1
54.53231,-123.6039,298.36,0.55,0.51,939,0,1,278.18,2.07,0,1
58.70885,-118.13094,318.68,0.58,0.52,1118,0,1,291.17,5.38,0,1
58.16572,-120.25328,342.07,0.52,0.5,1118,0,1,287.34,13.32,0,1
59.62656,-114.41686,354.66,0.46,0.39,937,0,1,308.24,16.92,0,1
59.59151,-114.21529,330.98,0.5,0.41,1930,0,1,296.88,3.96,1,1
57.25472,-121.59469,296.98,0.49,0.48,938,0,1,282.88,2.84,0,1
55.96159,-104.42245,353.51,0.38,0.36,1929,0,1,301.57,15.2,1,1
58.61765,-120.95255,354.73,0.48,0.48,1118,0,1,294.49,8.84,0,1
59.37268,-121.84996,307.82,0.43,0.46,1118,0,1,280.25,1.6,0,1
59.56671,-121.80984,322.98,0.52,0.5,938,0,1,284.26,5.79,0,1
58.91913,-120.54041,311.23,0.46,0.47,938,0,1,269.46,2.24,0,1
58.29307,-120.1178,342.49,0.44,0.46,938,0,1,287.95,5.52,0,1
58.07494,-113.07031,297.22,0.44,0.63,1118,0,1,285.36,1.42,0,1
61.17135,-119.48624,332.22,0.48,0.48,2111,0,1,296.38,6.14,1,1
58.5911,-118.40659,340.43,0.58,0.52,1118,0,1,297.28,14.34,0,1
58.37207,-118.51643,307.78,0.58,0.52,1118,0,1,288.76,5.43,0,1
58.66879,-118.30331,367.0,0.39,0.44,938,0,2,313.53,21.85,0,1
59.69344,-114.46992,324.61,0.34,0.56,1118,0,1,292.14,2.83,0,1
58.57822,-118.45596,316.11,0.58,0.52,1118,0,1,286.75,6.32,0,1
59.71643,-114.33166,343.92,0.5,0.41,1930,0,1,304.0,8.54,1,1
58.30758,-120.59516,306.08,0.46,0.47,938,0,1,285.58,2.53,0,1
59.37834,-121.29355,320.33,0.44,0.46,1118,0,1,283.4,4.48,0,1
58.57754,-121.59286,308.63,0.46,0.47,1118,0,1,282.82,3.67,0,1
58.55428,-121.65225,313.41,0.46,0.47,1118,0,1,282.34,2.15,0,1
61.02383,-112.39809,367.0,0.43,0.38,937,0,2,309.08,15.02,0,1
59.61928,-114.38237,349.35,0.35,0.57,1118,0,1,296.79,7.17,0,1
58.40798,-118.53621,339.09,0.39,0.44,938,0,1,289.73,4.22,0,1
58.3025,-119.35889,349.29,0.42,0.45,938,0,1,295.76,6.43,0,1
58.63231,-118.15717,331.35,0.38,0.43,938,0,1,295.7,8.35,0,1
56.87428,-119.66087,333.13,0.42,0.45,2110,0,1,286.42,7.29,1,1
58.24269,-119.47595,351.67,0.42,0.45,938,0,1,303.38,13.72,0,1
58.72147,-119.99535,324.53,0.51,0.49,1118,0,1,287.55,4.11,0,1
57.60265,-120.46551,322.9,0.45,0.47,938,0,1,287.48,6.29,0,1
59.59813,-114.32738,349.23,0.46,0.39,937,0,1,297.47,26.03,0,1
58.34159,-118.52724,324.26,0.59,0.53,1118,0,1,293.28,4.77,0,1
58.7605,-120.83103,350.91,0.47,0.48,938,0,1,302.3,54.1,0,1
58.09605,-113.34341,307.34,0.42,0.38,938,0,1,286.76,1.32,0,1
59.58356,-114.38276,327.11,0.51,0.41,1930,0,0,300.6,7.33,1,1
60.24703,-112.8518,349.73,0.45,0.39,1930,0,1,307.72,25.72,1,1
58.30946,-118.59249,337.21,0.39,0.44,938,0,1,314.58,39.89,0,1
58.22862,-119.45751,337.52,0.42,0.45,938,0,1,293.83,5.78,0,1
60.39656,-118.02879,337.77,0.51,0.49,1118,0,1,289.89,6.55,0,1
59.49414,-114.13445,339.6,0.45,0.39,937,0,1,311.85,14.5,0,1
59.7351,-114.34704,308.01,0.46,0.39,937,0,1,286.77,4.08,0,1
58.37097,-119.53944,339.41,0.42,0.45,938,0,1,298.15,7.54,0,1
59.35361,-121.41518,316.37,0.44,0.46,1118,0,1,283.96,5.53,0,1
58.66149,-120.10954,318.55,0.45,0.47,938,0,1,286.41,2.9,0,1
58.12162,-119.86723,317.22,0.43,0.46,938,0,1,289.14,3.26,0,1
58.40726,-120.40987,321.09,0.51,0.49,1118,0,1,285.03,2.2,0,1
58.24018,-120.1694,339.64,0.44,0.46,938,0,1,290.19,2.99,0,1
59.58966,-114.39439,367.0,0.35,0.57,1118,0,2,292.74,5.97,0,1
59.12815,-114.21648,337.24,0.51,0.41,1930,0,1,296.51,7.51,1,1
58.09587,-113.38309,301.37,0.43,0.62,1118,0,1,288.16,11.17,0,1
59.01772,-120.68495,312.15,0.47,0.48,1118,0,1,284.87,3.05,0,1
59.99527,-116.02097,297.91,0.52,0.41,937,0,1,287.51,0.63,0,1
58.13508,-120.38729,297.89,0.45,0.47,938,0,1,283.49,1.64,0,1
58.69035,-120.49404,322.61,0.49,0.49,1118,0,1,281.73,3.76,0,1
58.48536,-118.37672,348.46,0.39,0.44,938,0,1,301.8,12.07,0,1
56.69514,-108.30906,336.86,0.42,0.38,1929,0,1,300.1,7.0,1,1
58.02102,-121.80252,340.05,0.5,0.49,938,0,1,291.97,9.0,0,1
59.54528,-114.42028,328.53,0.51,0.41,1930,0,0,299.5,4.91,1,1
55.56054,-105.07468,367.0,0.39,0.36,1928,0,2,338.61,140.52,1,1
55.95549,-104.43007,340.27,0.46,0.39,938,0,1,293.68,5.45,0,1
58.95753,-120.63251,356.23,0.48,0.48,1118,0,1,300.8,39.96,0,1
58.96768,-120.92255,329.1,0.47,0.48,1118,0,1,289.82,4.96,0,1
60.90152,-112.21001,367.0,0.43,0.38,1930,0,2,330.51,137.51,1,1
58.76727,-120.65555,367.0,0.47,0.47,938,0,2,291.85,17.05,0,1
59.69076,-119.6122,306.84,0.48,0.48,1118,0,1,280.21,1.38,0,1
57.52569,-120.17156,306.89,0.44,0.46,938,0,1,282.62,1.1,0,1
59.91437,-112.18838,301.75,0.39,0.59,1117,0,1,286.08,0.75,0,1
59.55168,-111.65459,296.9,0.41,0.37,937,0,1,284.65,2.82,0,1
58.9151,-120.50047,321.22,0.48,0.48,1118,0,1,287.21,6.53,0,1
58.62478,-118.27772,338.76,0.58,0.52,1118,0,1,297.67,10.03,0,1
58.54678,-118.2692,328.78,0.39,0.44,938,0,1,296.3,6.07,0,1
58.31403,-119.94463,299.42,0.44,0.46,938,0,1,287.75,2.39,0,1
60.99141,-112.1483,349.44,0.42,0.38,1930,0,1,314.4,46.23,1,1
57.19516,-121.77006,300.55,0.49,0.49,938,0,1,278.2,1.1,0,1
59.84598,-110.95886,344.32,0.46,0.63,2111,0,1,308.32,29.9,1,1
61.03025,-112.4273,351.2,0.34,0.56,1117,0,1,287.93,21.76,0,1
59.68741,-115.7847,314.55,0.63,0.54,1118,0,1,290.04,2.88,0,1
58.59826,-121.5932,322.2,0.5,0.49,938,0,1,288.42,3.78,0,1
56.00167,-103.67757,346.76,0.38,0.36,1929,0,1,298.39,20.85,1,1
58.3232,-120.60251,305.85,0.5,0.49,1118,0,1,283.96,3.52,0,1
60.24554,-117.79591,311.61,0.52,0.5,1118,0,1,283.94,2.41,0,1
57.08853,-100.28581,333.91,0.38,0.43,937,0,1,287.7,4.65,0,1
58.33591,-118.54535,326.73,0.59,0.52,1118,0,1,292.68,7.18,0,1
59.42736,-114.30162,308.41,0.46,0.39,937,0,1,283.2,1.81,0,1
58.61911,-118.40107,332.28,0.39,0.44,938,0,1,294.71,11.29,0,1
58.60151,-118.18006,328.99,0.38,0.43,938,0,1,297.65,4.6,0,1
58.61354,-118.1272,319.31,0.57,0.43,938,0,1,291.5,4.47,0,1
58.93918,-120.94459,342.88,0.48,0.48,938,0,1,292.93,8.3,0,1
58.50102,-118.29713,319.74,0.59,0.53,1118,0,1,291.58,4.09,0,1
60.41093,-118.01792,343.51,0.4,0.44,937,0,1,284.89,4.87,0,1
59.33605,-106.63831,343.37,0.65,0.73,2111,0,1,293.41,5.62,1,1
59.71578,-119.64266,302.32,0.44,0.46,938,0,1,283.15,1.22,0,1
58.69735,-121.42041,324.59,0.46,0.47,1118,0,1,287.26,3.93,0,1
58.64986,-121.01393,345.41,0.48,0.48,1118,0,1,290.63,63.87,0,1
58.75261,-120.63445,350.77,0.47,0.47,938,0,1,291.36,10.08,0,1
58.35026,-118.48444,332.32,0.39,0.44,938,0,1,296.76,4.5,0,1
59.71036,-114.27341,307.64,0.35,0.57,1118,0,1,288.94,1.58,0,1
57.65825,-120.42251,352.77,0.45,0.47,938,0,1,298.22,7.12,0,1
59.68801,-114.25021,367.0,0.35,0.57,1118,0,2,295.18,25.02,0,1
59.83268,-115.23,336.17,0.32,0.55,1118,0,1,290.87,7.17,0,1
59.37664,-121.30228,341.2,0.44,0.46,1118,0,1,289.8,8.21,0,1
59.00349,-120.77001,316.74,0.47,0.48,938,0,1,285.36,3.25,0,1
58.35587,-104.0835,348.39,0.39,0.36,1929,0,1,296.43,0.0,1,1
59.52215,-114.47447,346.64,0.35,0.57,1118,0,1,295.84,7.01,0,1
60.98744,-117.06574,308.06,0.51,0.5,1117,0,1,281.27,3.4,0,1
61.12355,-112.31126,337.07,0.42,0.38,1930,0,1,296.55,13.34,1,1
61.01693,-112.3093,345.63,0.43,0.38,937,0,1,295.8,6.09,0,1
59.53354,-113.15782,332.82,0.43,0.38,937,0,1,286.21,7.28,0,1
59.69147,-114.2551,315.55,0.46,0.39,937,0,1,277.25,3.72,0,1
58.42927,-118.49617,349.41,0.39,0.44,938,0,1,307.82,9.36,0,1
58.8106,-120.59657,316.62,0.49,0.48,1118,0,1,286.09,5.86,0,1
58.5716,-120.76986,339.09,0.49,0.48,1118,0,1,285.89,3.73,0,1
60.06474,-115.90333,345.99,0.51,0.41,937,0,1,294.0,12.27,0,1
58.73217,-118.2701,367.0,0.39,0.44,938,0,2,306.53,26.17,0,1
59.6141,-114.37118,367.0,0.46,0.39,937,0,2,307.84,18.83,0,1
58.76971,-120.86409,333.61,0.48,0.48,1118,0,1,286.34,6.24,0,1
58.23575,-118.21587,334.2,0.6,0.53,1118,0,1,290.05,4.19,0,1
58.59139,-118.11825,302.63,0.57,0.43,938,0,1,289.38,1.75,0,1
58.73838,-121.65934,322.71,0.45,0.47,1118,0,1,288.07,5.59,0,1
60.24326,-111.1468,350.41,0.42,0.38,1930,0,1,298.73,8.52,1,1
58.02311,-119.65649,307.49,0.55,0.51,1118,0,1,282.07,4.11,0,1
58.14064,-119.77291,356.11,0.43,0.46,938,0,1,304.74,7.75,0,1
58.17389,-113.43938,298.03,0.43,0.38,938,0,1,287.57,0.83,0,1
60.2673,-116.36573,300.93,0.57,0.52,1118,0,1,284.26,1.4,0,1
59.43478,-121.37656,296.37,0.44,0.46,1118,0,1,279.11,1.01,0,1
59.56663,-115.64199,353.69,0.55,0.42,1930,0,1,301.52,23.2,1,1
58.66341,-120.55661,343.11,0.46,0.47,938,0,1,283.23,14.49,0,1
58.48747,-118.34258,331.96,0.59,0.53,1118,0,1,293.49,11.65,0,1
60.20978,-118.51382,300.73,0.5,0.49,1118,0,1,282.54,1.51,0,1
60.99039,-117.03941,297.71,0.51,0.5,1117,0,1,281.1,1.11,0,1
58.38284,-119.42048,298.7,0.55,0.51,1118,0,1,286.47,2.39,0,1
58.04694,-119.77208,314.42,0.43,0.46,938,0,1,286.87,2.83,0,1
58.57515,-120.76355,307.64,0.47,0.48,938,0,1,273.69,4.84,0,1
58.64425,-118.00631,300.09,0.57,0.43,938,0,1,286.83,22.17,0,1
59.65861,-114.40018,327.93,0.5,0.41,1930,0,0,300.22,7.07,1,1
61.03485,-112.30931,343.16,0.41,0.61,2111,0,1,294.64,8.69,1,1
56.62597,-121.34638,324.66,0.47,0.48,938,0,1,285.08,3.43,0,1
59.7131,-119.66756,301.77,0.44,0.46,938,0,1,282.22,1.46,0,1
59.38213,-121.36626,315.97,0.5,0.49,938,0,1,284.2,5.15,0,1
61.19707,-119.74562,319.34,0.46,0.47,937,0,1,282.0,2.58,0,1
59.91339,-114.26535,336.81,0.35,0.57,2111,0,1,289.1,5.43,1,1
59.41217,-111.30223,297.27,0.44,0.62,1117,0,1,286.48,0.99,0,1
58.44743,-121.52685,348.34,0.5,0.49,938,0,1,289.05,15.51,0,1
56.26973,-101.5576,336.15,0.4,0.37,1929,0,1,305.91,83.8,1,1
58.81279,-120.0672,308.9,0.45,0.47,938,0,1,282.45,1.96,0,1
59.7945,-119.68954,295.76,0.48,0.48,1118,0,1,277.94,1.54,0,1
60.9949,-112.34414,316.68,0.35,0.57,1117,0,1,290.99,3.48,0,1
59.54134,-111.63528,207.93,0.43,0.62,2111,0,0,323.99,94.02,1,1
60.89945,-112.42583,329.62,0.43,0.38,937,0,1,288.53,2.56,0,1
58.34169,-120.61311,336.35,0.5,0.49,1118,0,1,291.61,11.58,0,1
58.17602,-118.5187,298.77,0.39,0.44,938,0,1,286.04,1.01,0,1
60.67044,-111.97244,323.01,0.42,0.38,937,0,1,288.72,12.34,0,1
58.46589,-121.77853,328.88,0.51,0.49,938,0,1,290.21,5.41,0,1
59.45563,-121.34617,348.32,0.44,0.46,1118,0,1,291.45,9.72,0,1
58.59205,-118.17051,310.79,0.59,0.53,1118,0,1,290.64,4.68,0,1
56.26485,-101.55912,332.72,0.38,0.59,757,0,1,289.2,5.87,0,1
60.26115,-117.77586,322.68,0.52,0.5,1118,0,1,287.81,3.35,0,1
59.7251,-115.27686,336.94,0.49,0.4,937,0,1,323.25,42.36,0,1
57.18756,-121.79574,321.41,0.49,0.49,938,0,1,287.54,2.57,0,1
58.74616,-121.58018,354.48,0.46,0.47,1118,0,1,294.15,8.47,0,1
58.71789,-120.57289,343.3,0.49,0.49,1118,0,1,288.59,14.85,0,1
59.28853,-121.64076,352.54,0.44,0.46,1118,0,1,292.96,4.45,0,1
58.28864,-119.44236,317.31,0.55,0.51,1118,0,1,288.65,12.04,0,1
58.73826,-120.59067,367.0,0.49,0.48,1118,0,2,303.23,19.9,0,1
58.77072,-118.18947,349.18,0.39,0.44,938,0,1,300.5,14.18,0,1
58.53488,-118.47876,342.4,0.39,0.44,938,0,1,299.48,6.52,0,1
59.33029,-121.51714,334.94,0.51,0.49,938,0,1,289.58,6.25,0,1
58.2881,-119.96417,343.25,0.53,0.5,1118,0,1,295.97,10.17,0,1
60.27815,-118.01757,307.25,0.51,0.5,1118,0,1,286.09,1.68,0,1
58.10619,-113.31583,344.15,0.43,0.62,1118,0,1,310.85,25.48,0,1
58.55499,-120.86726,332.7,0.47,0.48,938,0,1,284.96,9.99,0,1
59.54255,-114.46011,333.32,0.35,0.57,1118,0,1,294.94,5.04,0,1
58.78794,-120.78696,310.89,0.47,0.48,938,0,1,285.43,3.8,0,1
60.46317,-112.09823,319.21,0.42,0.38,937,0,1,292.6,2.22,0,1
58.40247,-119.85413,348.86,0.43,0.46,938,0,1,297.02,10.42,0,1
58.73027,-119.87639,306.86,0.51,0.5,1118,0,1,284.48,2.38,0,1
58.35487,-119.41779,316.95,0.55,0.51,1118,0,1,289.34,3.55,0,1
61.30035,-111.76762,345.02,0.41,0.37,1930,0,1,306.49,15.78,1,1
61.04657,-112.12899,301.82,0.43,0.38,937,0,1,287.7,0.67,0,1
58.63016,-121.01552,345.77,0.48,0.48,1118,0,1,320.98,90.89,0,1
59.45681,-121.29905,327.77,0.5,0.49,938,0,1,285.57,6.45,0,1
58.39558,-120.38458,305.04,0.45,0.47,938,0,1,287.92,2.38,0,1
58.35279,-120.53836,335.49,0.46,0.47,938,0,1,289.81,4.07,0,1
58.7598,-120.74813,344.6,0.47,0.48,938,0,1,291.36,10.39,0,1
57.55957,-120.48032,330.61,0.4,0.44,2110,0,1,296.67,7.15,1,1
59.32739,-121.38977,347.77,0.44,0.46,1118,0,1,290.4,8.18,0,1
61.00035,-112.33501,318.89,0.35,0.57,1117,0,1,288.71,3.58,0,1
59.53862,-113.11549,316.63,0.38,0.59,1118,0,1,287.31,2.48,0,1
58.41529,-118.52782,355.97,0.39,0.44,938,0,1,311.36,9.19,0,1
58.09066,-119.84341,303.17,0.43,0.46,938,0,1,286.36,3.6,0,1
58.77794,-120.5464,356.2,0.46,0.47,938,0,1,298.86,48.6,0,1
58.13077,-113.37354,351.01,0.43,0.62,1118,0,1,302.45,19.2,0,1
58.67346,-120.64523,356.56,0.47,0.47,938,0,1,286.32,44.56,0,1
59.12152,-114.00828,296.01,0.37,0.58,1118,0,1,284.81,1.49,0,1
59.42791,-114.07146,295.18,0.45,0.39,937,0,1,284.18,0.95,0,1
59.45039,-121.52415,326.35,0.51,0.49,938,0,1,285.34,4.89,0,1
59.70059,-114.32439,328.39,0.35,0.56,1118,0,1,292.95,5.37,0,1
59.34562,-121.60081,346.02,0.43,0.46,1118,0,1,289.91,6.55,0,1
59.59029,-115.65192,334.1,0.32,0.55,1118,0,1,287.83,5.01,0,1
58.7409,-121.67385,356.09,0.51,0.49,938,0,1,293.94,9.82,0,1
58.76549,-120.14256,311.02,0.45,0.47,938,0,1,282.49,1.47,0,1
59.33904,-113.02378,296.2,0.43,0.38,937,0,1,282.37,1.07,0,1
61.03221,-112.25319,308.56,0.43,0.38,937,0,1,288.97,2.21,0,1
58.21216,-118.7081,347.31,0.39,0.44,938,0,1,303.1,9.33,0,1
57.61443,-120.41752,334.53,0.45,0.47,938,0,1,296.97,5.13,0,1
58.36887,-119.39187,325.61,0.55,0.51,1118,0,1,291.89,4.22,0,1
60.3345,-111.15209,335.96,0.42,0.38,1930,0,1,292.99,6.77,1,1
59.368,-121.63046,316.32,0.43,0.46,1118,0,1,280.55,1.2,0,1
61.17046,-119.52615,295.43,0.45,0.47,937,0,1,278.51,0.86,0,1
59.46852,-114.08009,347.16,0.35,0.57,2111,0,1,296.4,18.99,1,1
58.6356,-121.54445,303.38,0.46,0.47,1118,0,1,281.23,1.76,0,1
58.63049,-118.18495,331.22,0.38,0.43,938,0,1,295.65,7.97,0,1
58.15712,-119.36482,297.82,0.41,0.45,938,0,1,285.85,2.12,0,1
58.18287,-119.41087,319.99,0.42,0.45,938,0,1,291.01,3.23,0,1
58.55385,-118.35618,341.79,0.39,0.44,938,0,1,302.12,5.74,0,1
58.33492,-119.51208,367.0,0.42,0.45,938,0,2,308.97,11.31,0,1
59.60089,-114.01414,322.46,0.36,0.57,1118,0,1,286.82,2.46,0,1
55.83926,-105.3738,295.86,0.54,0.68,757,0,1,277.71,2.66,0,1
59.44683,-121.28308,330.51,0.5,0.49,938,0,1,285.45,3.15,0,1
58.28862,-120.24314,301.92,0.45,0.47,938,0,1,286.69,34.56,0,1
55.83951,-124.71554,307.29,0.45,0.47,1119,0,1,272.02,1.91,0,1
58.41243,-120.30914,314.09,0.45,0.47,938,0,1,285.45,4.99,0,1
58.56868,-121.55537,337.36,0.5,0.49,938,0,1,289.52,3.58,0,1
59.19024,-120.48701,345.91,0.47,0.48,1118,0,1,290.27,7.3,0,1
58.18452,-119.79392,305.22,0.43,0.46,938,0,1,287.38,2.58,0,1
59.55218,-114.48312,354.18,0.51,0.41,1930,0,1,308.53,7.74,1,1
60.75153,-119.41631,316.5,0.44,0.46,937,0,1,283.34,2.19,0,1
58.40041,-120.39146,335.19,0.45,0.47,938,0,1,293.3,4.9,0,1
57.65696,-120.39146,354.74,0.54,0.51,1119,0,1,291.87,25.49,0,1
58.32101,-118.58219,314.91,0.39,0.44,938,0,1,289.82,2.85,0,1
58.29932,-119.44172,320.8,0.55,0.51,1118,0,1,290.38,6.17,0,1
58.06532,-113.05411,304.11,0.42,0.37,938,0,1,286.48,1.19,0,1
58.4936,-118.47724,313.68,0.39,0.44,938,0,1,291.08,2.56,0,1
55.94613,-104.42732,340.71,0.47,0.39,938,0,1,293.41,5.66,0,1
59.60333,-114.35084,349.16,0.5,0.41,1930,0,1,316.76,17.54,1,1
58.98036,-120.88326,351.89,0.48,0.48,938,0,1,297.28,4.84,0,1
58.78436,-118.20599,313.29,0.39,0.44,938,0,1,289.48,16.04,0,1
58.028,-113.40292,334.48,0.42,0.38,938,0,1,291.1,4.66,0,1
59.34995,-106.77372,330.64,0.38,0.36,1930,0,1,298.1,3.92,1,1
61.0419,-112.18135,326.43,0.43,0.38,937,0,1,292.49,2.54,0,1
60.89711,-112.23214,328.25,0.43,0.38,1930,0,1,298.15,5.3,1,1
59.39918,-113.06819,340.52,0.43,0.38,937,0,1,293.03,25.18,0,1
61.08614,-112.40225,334.76,0.44,0.38,937,0,1,320.04,33.33,0,1
60.39611,-118.01485,341.15,0.51,0.49,1118,0,1,287.45,14.05,0,1
58.64877,-118.30933,367.0,0.39,0.44,938,0,2,314.18,21.65,0,1
59.83956,-115.22502,329.84,0.49,0.4,937,0,1,307.63,22.33,0,1
59.55692,-113.17102,347.67,0.43,0.38,937,0,1,309.57,13.8,0,1
60.36008,-117.98275,301.29,0.51,0.49,1118,0,1,284.11,1.17,0,1
58.7692,-120.79061,316.04,0.48,0.48,1118,0,1,287.71,3.16,0,1
58.7542,-118.18768,338.03,0.39,0.44,938,0,1,293.62,7.54,0,1
59.29414,-121.64377,341.61,0.43,0.46,1118,0,1,290.22,5.24,0,1
60.66676,-112.06995,341.78,0.42,0.61,2111,0,1,294.46,10.83,1,1
58.345,-119.43925,315.59,0.55,0.51,1118,0,1,288.82,6.97,0,1
56.05192,-103.61992,310.11,0.46,0.63,757,0,1,284.3,1.31,0,1
59.79304,-115.27528,343.46,0.32,0.55,1118,0,1,291.5,2.59,0,1
59.08765,-120.42787,323.69,0.48,0.48,1118,0,1,285.29,3.36,0,1
58.70217,-120.67944,322.85,0.47,0.47,938,0,1,283.51,4.21,0,1
58.28877,-119.33298,367.0,0.55,0.51,1118,0,2,295.52,33.86,0,1
58.3057,-119.46062,339.27,0.42,0.45,938,0,1,297.3,5.36,0,1
58.23007,-121.76874,296.83,0.47,0.48,1118,0,1,277.83,1.21,0,1
59.34423,-121.86829,307.37,0.43,0.46,1118,0,1,278.33,2.84,0,1
59.35794,-121.60561,334.87,0.51,0.49,938,0,1,287.02,6.81,0,1
58.59667,-121.64643,326.43,0.5,0.49,938,0,1,290.14,3.76,0,1
58.5262,-118.2688,310.63,0.59,0.53,1118,0,1,289.51,4.08,0,1
56.22751,-101.56914,316.35,0.55,0.43,938,0,1,286.67,7.19,0,1
59.64428,-114.36299,341.05,0.35,0.57,1118,0,1,295.48,8.11,0,1
57.9966,-113.39391,297.87,0.42,0.38,938,0,1,286.14,0.69,0,1
59.73377,-115.31131,322.1,0.49,0.4,937,0,1,289.87,25.74,0,1
58.71889,-120.05906,352.84,0.51,0.49,1118,0,1,293.54,21.87,0,1
56.25502,-101.7457,334.04,0.4,0.37,1929,0,1,294.61,25.49,1,1
58.61669,-118.42257,341.55,0.39,0.44,938,0,1,294.55,10.5,0,1
58.47445,-120.22029,311.93,0.51,0.5,1118,0,1,285.05,1.44,0,1
57.49446,-102.67466,334.47,0.39,0.37,1929,0,1,302.51,3.73,1,1
58.10792,-113.3704,339.96,0.42,0.38,938,0,1,320.21,32.95,0,1
57.10294,-102.1188,356.07,0.4,0.37,1929,0,1,301.0,19.97,1,1
58.34604,-119.43462,334.72,0.55,0.51,1118,0,1,292.2,7.57,0,1
58.66668,-120.02327,304.43,0.51,0.49,1118,0,1,285.08,3.27,0,1
58.10604,-119.70715,336.31,0.43,0.46,938,0,1,288.8,3.74,0,1
59.73751,-111.53069,337.69,0.41,0.37,937,0,1,296.64,3.66,0,1
58.33349,-118.50098,308.18,0.59,0.53,1118,0,1,291.58,4.74,0,1
58.76999,-118.07291,341.88,0.58,0.52,1118,0,1,295.38,13.83,0,1
58.9995,-120.6282,318.32,0.47,0.48,938,0,1,276.24,2.88,0,1
59.30151,-106.59943,367.0,0.65,0.73,2111,0,2,295.79,14.88,1,1
57.70518,-122.46663,305.19,0.46,0.47,1119,0,1,280.6,2.53,0,1
58.67302,-120.63596,367.0,0.46,0.47,938,0,2,285.77,47.25,0,1
58.07121,-119.87065,335.19,0.43,0.46,938,0,1,295.04,4.89,0,1
58.71685,-118.28883,322.18,0.39,0.44,938,0,1,289.2,4.19,0,1
59.76927,-114.3898,296.74,0.34,0.56,1118,0,1,285.37,1.2,0,1
58.42683,-118.49337,337.36,0.58,0.52,1118,0,1,296.52,7.48,0,1
59.46988,-121.2874,338.9,0.5,0.49,938,0,1,287.91,6.74,0,1
58.76892,-118.2176,354.43,0.39,0.44,938,0,1,310.08,18.22,0,1
54.56419,-123.55954,301.25,0.54,0.51,1119,0,1,278.24,3.2,0,1
61.21528,-111.99007,354.86,0.42,0.61,2111,0,1,296.68,19.01,1,1
55.93594,-104.49012,331.51,0.46,0.39,938,0,1,289.19,3.78,0,1
61.09306,-112.3061,348.23,0.43,0.38,937,0,1,315.33,40.98,0,1
